Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.10338242957394 42.370079040224795),389,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Dog Walker/Coffee Break/Fire Hydrant,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01d,Glier,Michael,Town Green,Dog Walker/Coffee Break/Fire Hydrant,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"d) 92""""(h) x 130""""(w)",City Hall Annex,"1st floor, west wall, lobby",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_04b_TownGreen_coffeebreak.jpg,sentimental
POINT (-71.11637995042403 42.382344929802294),388,1996,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy O'Neil,Untitled (Flying dove and Algonquian wampum belt),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995",42.38234493,-71.11637995,,,,,,,Porter,in,CAC.96.01b,O'Neil,Nancy,Untitled,(Flying dove and Algonquian wampum belt),no,,Hand-painted stained glass,Stained Glass,Stained glass,28”(h) x 22”(w),Maria L. Baldwin Elementary School,"Stairwell, levels sub-1 (right)",85 Oxford Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Agassiz,light,"glass, color, light",,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01b_ONeil.JPG,nostalgia
POINT (-71.10360813960213 42.363861060008624),57,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Judelson,Untitled,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36386106,-71.10360814",42.36386106,-71.10360814,,,,,,,Central,same,CAC.79.09b,Judelson,David,Untitled,,no,,"Ceramic tiles, glazed",Mosaic,Tile Floor Inlay,"19""""(h) x 43.75""""(w)",Central Square Branch Library,"Franklin Street entrance, outside doors in ground",45 Pearl Street,Exterior,Library,Library; Public Building,no,,Cambridgeport,,,,hide,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_79_09b_Judelson.JPG,goofy
POINT (-71.11605987022361 42.36767987985166),143,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Column with black crown night heron),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36767988,-71.11605987",42.36767988,-71.11605987,,,,,,,Harvard,in,CAC.99.08e,Reimann,William,Untitled,(Column with black crown night heron),yes,,Granite (sandblasted) and paint,Sculpture,Stone,38”(h) x 9”(w) x 9”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,bird; nature; animal; critter; creature,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_e_Reimann.JPG,memorial
POINT (-71.13042782052851 42.3956406699228),339,2000,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Dudley Street),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.39564067,-71.13042782",42.39564067,-71.13042782,,,,,,,Davis,out,CAC.01.04,Reimann,William,Untitled,(Dudley Street),no,,Granite (sandblasted) and paint,Sculpture,Stone,47”(h) x 15”(w) x 15”(d) (each),Reverend Thomas J. Williams Park,Columns are located at the 3 entrances to the park,,Exterior,Park,Park; Pathway; Playground,no,,North Cambridge,insect,butterfly; insect; entryway; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_04_Reimann.JPG,goofy
POINT (-71.10764911027547 42.36113272009926),154,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Small frog water fountain),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.36113272,-71.10764911",42.36113272,-71.10764911,,,,,,,Central,in,CAC.87.06n,Phillips,David,Levitated Stone,(Small frog water fountain),no,,Silicon bronze,Sculpture,Bronze Relief,"10.5""""(dia.) (each)",Dana Park,"Intersection at Corporal McTernan Street and Magazine street, outside of playground",,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG,goofy
POINT (-71.11523619052043 42.372253250241215),175,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37225325,-71.11523619",42.37225325,-71.11523619,,,,,,,Harvard,in,CAC.97.02.14,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970214_Spiral.jpg,love
POINT (-71.10075014949413 42.36840110029605),407,2018,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Marc Cooper,Untitled (Moses Youth Center Collaborative),,,,,,"https://www.google.com/maps/search/?api=1&query=42.3684011,-71.10075015",42.3684011,-71.10075015,,,https://www.cambridgema.gov/arts/publicart/flowgrants,https://www.cambridgema.gov/Departments/publicworks/cityprojects/2015/theportinfrasctructureimprovements,,,Central,in,CAC.18.01.4,Cooper,Marc,Untitled (Moses Youth Center Collaborative),,no,,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin",Sculpture,Sculpture,"52.25""""(h) x 48""""(w) x 36""""(d)",Moses Youth Center,back of building on deck,243 Harvard Street,Exterior,Public Building,Public Building; Park,no,,,Abstract,abstract; shape; garden; surf,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_04.jpg,sentimental
POINT (-71.11562040974341 42.37231848019866),186,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37231848,-71.11562041",42.37231848,-71.11562041,,,,,,,Harvard,in,CAC.97.02.21,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970221_Spiral.jpg,industrial
POINT (-71.08729677009748 42.37208319026865),43,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled (Sun),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37208319,-71.08729677",42.37208319,-71.08729677,,,,,,,Lechmere,in,CAC.1979.05o,Rosenberg,Lilli Ann,Untitled,(Sun),no,,"Ceramic tiles, glazed",Mosaic,Mosaic mural; Sculpture,32.5”(h) x 35”(w),Millers River Apartments,On building facade,673 Cambridge Street,Exterior,Non-city building,Non-city building,no,,East Cambridge,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905o_Rosenberg_MillersRiver_2019.JPG,oceanic
POINT (-71.13675771683717 42.386554820165465),423,2022,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Dominic Michael Killiany,The Lion King,,,,,,https://goo.gl/maps/8o2vvHaM94dY7xbG6,42.38656,-71.136758,,,https://www.cambridgema.gov/arts/publicart/whatsnew/dominickillianyatuniversaldesignplayground,,,,Fresh Pond,same,CAC.22.01.5,Killiany,Dominic,,The Lion King,no,,Color pigments printed onto aluminum panel (detail from original acrylic painting),Mural,Digifuse Print,"28.5""(h) x 45.5""(w)","Danehy Park, Louis A. DePasquale Universal Design Playground","Tower structure, top floor loft",,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,animals,painting; digifuse; color; shape; animal,,,Permanent,,sentimental
POINT (-71.079158510039 42.37014688018899),25,1989,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Dimitri Gerakaris,Centanni Way Garden Sculpture (Sunflower),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37014688,-71.07915851",42.37014688,-71.07915851,,,,,,,Lechmere,same,CAC.89.02,Gerakaris,Dimitri,Centanni Way Garden Sculpture,(Sunflower),no,,Painted galvanized iron,Sculpture,Metal,72”(h) x 48”(w) x 36”(d),Centanni Way Park/Bullfinch Sq,Walkway between Bullfinch Square and the Probate Courthouse,,Exterior,Pathway,Pathway,no,,East Cambridge,nature,metal; flower; plant; nature,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gerakaris_CAC8902_CentanniWayGardenSculpture_02.JPG,oceanic
POINT (-71.13546375978162 42.388869590045104),289,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mierle Ukeles,Turnaround/Surround (Throne Room for the Queen and King of the Hill),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Pedals.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38886959,-71.13546376",42.38886959,-71.13546376,,,,,,,Fresh Pond,in,CAC.99.10b,Ukeles,Mierle,Turnaround/Surround,(Throne Room for the Queen and King of the Hill),no,,Cast aluminum,Landscape,Bench,50”(h) X 176”(w); 50”(h) x 108”(w),Danehy Park,Top of hill,,Exterior,Park,Park; Playground,no,,Neighborhood Nine,land design,gathering; land design; bench; abstract; biking; bike path,Push Those Pedals,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_99_10_2ab_ukeles.JPG,memorial
POINT (-71.10386923041067 42.370608050245565),303,1983,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,"Alston """"Stoney"""" Conley",Room of Maps,,,,,,"https://www.google.com/maps/search/?api=1&query=42.37060805,-71.10386923",42.37060805,-71.10386923,,,,,,,Central,same,CAC.83.03,Conley,Alston “Stoney”,,Room of Maps,no,,Fresco with pigments,Mural,Fresco Mural,"63""""(h) x 247""""(w) x 25""""(d)","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program","2nd floor, on west wall of the school library",359 Broadway,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Mid-Cambridge,map,map; drawing,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Conley_CAC8303_RoomofMaps_crop.jpg,love
POINT (-71.09577289027628 42.36652535963196),322,1983,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Arnold Hurley,Project Adventure,,,,,,"https://www.google.com/maps/search/?api=1&query=42.36652536,-71.09577289",42.36652536,-71.09577289,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Central,same,CAC83.05a-b,Hurley,Arnold,,Project Adventure,no,,Acrylic on Masonite,Mural,Painted Mural,"48"""" x 96"""" (each)",Fletcher-Maynard Academy,2nd floor hallway,225 Windsor Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",The Port,play,people; color; play,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hurley_CAC8305ab_ProjectAdventure_PerspectivePhoto.JPG,nostalgia
POINT (-71.08337673022042 42.372287349946824),38,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Robert Schelling,Gore Field (b),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37228735,-71.08337673",42.37228735,-71.08337673,,,,,,,Lechmere,in,CAC.06.06b,Schelling,Robert,Gore Field,(Medallion - triangle with diamonds),no,,Silicon bronze,Sculpture,Bronze Relief,"16""""(h)x 16""""(w) x 2""""(d)",Gold Star Mothers Park,"Mounted on brick pillars at park entrances, Gore Street and 5th Street",,Exterior,Park,Park; Playground,no,,East Cambridge,abstract,abstract; shape; entryway; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606b_GoreField.JPG,memorial
POINT (-71.07891763990648 42.36891254026958),26,1988,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,George Greenamyer,East Cambridge - 1852,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36891254,-71.07891764",42.36891254,-71.07891764,,,,,,,Kendell,same,CAC.88.01,Greenamyer,George,,East Cambridge - 1852,no,,Painted Steel,Sculpture,Metal,288”(h) x 288”(w) x 60”(d),East Cambridge Parking Facility,Intersection at Second Street and Spring Street; Tall portal over parking garage entrance on 2nd Street,,Exterior,Public Building,Public Building,no,,East Cambridge,history,neighborhood; family; history; city; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Greenamyer_EastCambridge1852_02.JPG,love
POINT (-71.14296806057678 42.379167050019824),258,2001,0,09/14/2021 12:00:00 AM,02/20/2022 12:00:00 AM,Gail Boyajian,Otter Fence,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.37916705,-71.14296806",42.37916705,-71.14296806,"Photo Credit: Craig Bailey, Perspective Photography",,,,,,Fresh Pond,same,CAC.01.07,Boyajian,Gail,,Otter Fence,no,,Painted steel,Sculpture,Metal Fence,48”(h) x 1044” (running fence),Larch Road Park,"Larch Road, off of Huron Ave or Fresh Pond Parkway",,Exterior,Playground,Playground; Park,no,,West Cambridge,animal,animal; fence; creature; otter; critter,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_07_Boyajian.JPG,memorial
POINT (-71.10338242957394 42.370079040224795),393,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Congregation/Pedestrians,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01h,Glier,Michael,Town Green,Congregation/Pedestrians,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"129.5""""(h) x 688.5""""(w)",City Hall Annex,"2nd floor, west wall, atrium",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_08a_TownGreen_congregation.jpg,memorial
POINT (-71.0747966205242 42.36860327964758),53,1986,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,James Tyler,Tower of East Cambridge Faces,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36860328,-71.07479662",42.36860328,-71.07479662,,,,,,,Lechmere,same,CAC.86.04,Tyler,James,,Tower of East Cambridge Faces,no,,"Bronze, and cast stone base",Sculpture,Bronze,"504”(h) x 30""""(w) x 30""""(d)",Canal Park,"Between Cambridge Street, First Street and the Galleria Mall; at the east corner of the Interleaf Building",,Exterior,Park,Park,no,,East Cambridge,community,history; neighborhood; community,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tyler_CAC86_04.jpg,goofy
POINT (-71.10876580029183 42.35674987033177),15,2010,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mike Mandel,Sidewalk Histories: Geneva Malenfent,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_History.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35674987,-71.1087658",42.35674987,-71.1087658,,,,,,,Central,same,CAC.10.01.3,Mandel,Mike,Sidewalk Histories,Geneva Malenfent,no,,Ceramic tiles,Mosaic,Tile Mosaic,"41.25""""(h) x 30""""(w)",Brookline Street (119-222 ),In sidewalk,301 Brookline Street,Exterior,Pathway,Pathway,no,,Cambridgeport,history,history; neighborhood; community,Time Out for History,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_3_Mandel.jpg,sentimental
POINT (-71.11572920955885 42.372409720260904),185,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37240972,-71.11572921",42.37240972,-71.11572921,,,,,,,Harvard,in,CAC.97.02.22,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970222_Spiral.jpg,nostalgia
POINT (-71.1115578803215 42.37433327968715),376,2013,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mel Zeigler,Taking Note,,,,,,"https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788",42.37433328,-71.11155788,,,,,,,Harvard,out,CAC.13.02b-h,Zeigler,Mel,Taking Note,,no,,Painted aluminum,Sculpture,Metal Wall Sculpture,,Cambridge Rindge and Latin School,,459 Broadway,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Mid-Cambridge,education,drawing; metal; education,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302c_SalsaSidestep.JPG,love
POINT (-71.1292576905138 42.390086109933215),111,2006,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Randal Thurston,Yerxa Road Underpass (Tiled walls),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.39008611,-71.12925769",42.39008611,-71.12925769,,,,,,,Porter,in,CAC.06.03c,Thurston,Randal,Yerxa Road Underpass,(Tiled walls),no,,Painted and sandblasted ceramic tiles,Landscape,Tiled Wall,"75""""(h) x 630""""(w)",Yerxa Road Underpass,Under Fitchburg commuter rail line,,Exterior,Pathway,Pathway,no,,North Cambridge,insect,insect; butterfly; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03c_Thurston.JPG,memorial
